"sound.files","selec","start","end","bottom.freq","top.freq","distance","signal.type","duration","frequency.modulation","amplitude.modulation","transect","site","frequency","treatment.replicates","reference","blur.ratio","envelope.correlation","excess.attenuation","SPL","signal.to.noise.ratio.t2","signal.to.noise.ratio","cross.correlation","spectral.blur.ratio","spectrum.correlation","tail.to.noise.ratio","tail.to.signal.ratio"
"T8_HC_M2_P2_D30.WAV-song_30-110",1,0.04,0.140000000000001,2.8,3.2,30,"0.1_no.fm_no.am_49_cr","short","fm","no.am","cr2","Costa-Rica_Manu",3,"frq:_3_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-110-1",0.190987808192151,0.82941032545832,14.9155939966232,55.1554157531342,-0.74472587635992,5.65621610642355,0.902440301257755,0.0012925490899852,0.998280524432506,5.70909027264855,-1.29743643611765
"T0_HA_M3_P3_D01.WAV-song_1-66",1,0.04,0.140000000000001,1.3,1.7,1,"0.1_no.fm_no.am_5_cr","short","fm","no.am","cr1","Costa-Rica_Manu",1.5,"frq:_1.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-66-1",NA,NA,NA,59.5562941949329,47.9069659725376,47.9418473544263,NA,NA,NA,0.449696043085079,-28.2286188485493
"T2_HC_M2_P2_D30.WAV-song_6-66",1,0.04,0.139999999999998,1.3,1.7,30,"0.1_no.fm_no.am_5_cr","short","fm","no.am","cr1","Costa-Rica_Manu",1.5,"frq:_1.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-66-1",0.044918667953235,0.98682749208598,3.1869577082164,58.0427035065352,12.446515241087,14.3051513896599,0.988380306258746,0.00399326450595825,0.999979594186054,4.15434257027703,-9.33085821569682
"T5_HC_M2_P2_D30.WAV-song_18-66",1,0.04,0.140000000000001,1.3,1.7,30,"0.1_no.fm_no.am_5_cr","short","fm","no.am","cr3","Costa-Rica_Manu",1.5,"frq:_1.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-66-1",0.0436548961585211,0.982662218449745,6.11089129334745,57.0702873597565,15.461913621534,16.8153661606049,0.981253392283816,0.000988388327006737,0.999995785383768,7.69136771304641,-14.940964712328
"T7_HA_M2_P2_D30.WAV-song_26-66",1,0.04,0.140000000000001,1.3,1.7,30,"0.1_no.fm_no.am_5_cr","short","fm","no.am","cr2","Costa-Rica_Manu",1.5,"frq:_1.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-66-1",0.0130015676958008,0.998744759752978,2.64572711274375,58.3628914711594,10.2575079253777,12.5829549811239,0.994399945528986,0.00149004846298285,0.999883352552629,-0.493707543773407,-17.6127524716489
"T8_HC_M2_P2_D30.WAV-song_30-66",1,0.04,0.140000000000001,1.3,1.7,30,"0.1_no.fm_no.am_5_cr","short","fm","no.am","cr2","Costa-Rica_Manu",1.5,"frq:_1.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-66-1",0.29286582724385,0.483427778443825,52.5877185513949,55.5884765303417,-1.165856101301,5.4572179511852,0.445626390752677,0.0358197260413856,0.998314973936662,0.290047014528141,-4.28259977074575
"T0_HA_M3_P3_D01.WAV-song_1-111",1,0.04,0.140000000000001,5.3,5.7,1,"0.1_no.fm_no.am_50_cr","short","fm","no.am","cr1","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-111-1",NA,NA,NA,59.3509902145572,34.9776067028817,35.1311005511925,NA,NA,NA,-3.74830122071514,-26.3254333576057
"T2_HC_M2_P2_D30.WAV-song_6-111",1,0.04,0.140000000000009,5.3,5.7,30,"0.1_no.fm_no.am_50_cr","short","fm","no.am","cr1","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-111-1",0.224408290448688,0.734132786262122,39.4750342885982,51.1037166465151,NA,-5.53750161798394,0.881873502618325,0.00256402288799848,0.994003517366784,-1.40377798093228,-0.81812699002105
"T5_HC_M2_P2_D30.WAV-song_18-111",1,0.04,0.140000000000001,5.3,5.7,30,"0.1_no.fm_no.am_50_cr","short","fm","no.am","cr3","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-111-1",0.0953023416610092,0.933122725062143,51.1678241573489,54.5064189216042,-13.7157943649232,1.62811852413964,0.898132954915116,0.0159346274401684,0.997922597602148,0.280406764246556,0.725954250686903
"T7_HA_M2_P2_D30.WAV-song_26-111",1,0.04,0.140000000000009,5.3,5.7,30,"0.1_no.fm_no.am_50_cr","short","fm","no.am","cr2","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-111-1",0.0107671435740248,0.999173574093585,4.14381262098792,57.6779095169045,23.4120735476855,23.9795482751922,0.996362654666052,0.000784708617343356,0.999990476358193,-2.55781470463198,-24.5717754002487
"T8_HC_M2_P2_D30.WAV-song_30-111",1,0.04,0.140000000000001,5.3,5.7,30,"0.1_no.fm_no.am_50_cr","short","fm","no.am","cr2","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-111-1",0.0830928752749287,0.949079339170822,14.7475764913518,54.7478878301899,7.35688255742934,10.4557177867803,0.977917592336107,0.00193028017247663,0.999989853442674,-3.53188898292063,-10.6675908336594
"T0_HA_M3_P3_D01.WAV-song_1-112",1,0.04,0.140000000000001,6.8,7.2,1,"0.1_no.fm_no.am_51_cr","short","fm","no.am","cr1","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-112-1",NA,NA,NA,59.5387714968995,22.4958421869859,23.1242161003252,NA,NA,NA,-2.84502812187609,-25.9688295247594
"T2_HC_M2_P2_D30.WAV-song_6-112",1,0.04,0.139999999999994,6.8,7.2,30,"0.1_no.fm_no.am_51_cr","short","fm","no.am","cr1","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-112-1",0.0764091616977985,0.94247706387982,24.6114147309791,53.4628083833133,NA,-1.24184426180867,0.791282490050411,0.0190953172610778,0.997961168839451,-2.72632117439431,-4.51114035306661
"T5_HC_M2_P2_D30.WAV-song_18-112",1,0.04,0.139999999999994,6.8,7.2,30,"0.1_no.fm_no.am_51_cr","short","fm","no.am","cr3","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-112-1",0.0305430238619447,0.987247550880759,66.4865187945782,50.8067706073665,-11.8449296028098,1.97781070966263,0.937154641598433,0.0127248795902644,0.999384522773653,2.98075521228486,1.19842070430927
"T7_HA_M2_P2_D30.WAV-song_26-112",1,0.04,0.139999999999994,6.8,7.2,30,"0.1_no.fm_no.am_51_cr","short","fm","no.am","cr2","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-112-1",0.0197201893012812,0.996194617310596,15.1301088258347,54.1558776262776,16.8895559121319,18.0509464319073,0.991044725848511,0.000890274317107084,0.999908906179409,-10.1785145640137,-21.5553257878194
"T8_HC_M2_P2_D30.WAV-song_30-112",1,0.04,0.139999999999994,6.8,7.2,30,"0.1_no.fm_no.am_51_cr","short","fm","no.am","cr2","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-112-1",0.124914076114483,0.877321265849134,32.1867102283498,53.8021444541764,NA,-1.74029290593306,0.932637391771206,0.0013444762005159,0.999800240000825,2.00038757883155,-7.23099406628186
"T0_HA_M3_P3_D01.WAV-song_1-113",1,0.04,0.139999999999994,0.8,1.2,1,"0.1_no.fm_no.am_52_cr","short","fm","no.am","cr1","Costa-Rica_Manu",1,"frq:_1_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-113-1",NA,NA,NA,59.9446894891325,44.4775878908685,44.5293058432638,NA,NA,NA,10.0153571879485,-14.7615542745082
"T2_HC_M2_P2_D30.WAV-song_6-113",1,0.04,0.140000000000001,0.8,1.2,30,"0.1_no.fm_no.am_52_cr","short","fm","no.am","cr1","Costa-Rica_Manu",1,"frq:_1_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-113-1",0.0563898322814183,0.977082097031495,3.44935155942544,58.3468523356474,10.2459505653912,12.5741136348338,0.977409032845992,0.00209357459824857,0.99999020829168,3.50655887139199,-7.01106654330307
"T5_HC_M2_P2_D30.WAV-song_18-113",1,0.04,0.140000000000009,0.8,1.2,30,"0.1_no.fm_no.am_52_cr","short","fm","no.am","cr3","Costa-Rica_Manu",1,"frq:_1_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-113-1",0.037599739805833,0.989061243921049,20.9934668304617,53.7437294122118,NA,-3.27033322400372,0.985243634576507,0.00295878188155221,0.999993279843008,-12.9437133353122,-7.20646514793384
"T7_HA_M2_P2_D30.WAV-song_26-113",1,0.04,0.140000000000001,0.8,1.2,30,"0.1_no.fm_no.am_52_cr","short","fm","no.am","cr2","Costa-Rica_Manu",1,"frq:_1_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-113-1",0.0299929845377291,0.991555864713072,8.26332503664421,56.7149115699389,0.878201313285472,6.47079484612274,0.984828866812737,0.00188334182556046,0.999957615947052,5.17344549275583,-9.32357904526615
"T8_HC_M2_P2_D30.WAV-song_30-113",1,0.04,0.140000000000009,0.8,1.2,30,"0.1_no.fm_no.am_52_cr","short","fm","no.am","cr2","Costa-Rica_Manu",1,"frq:_1_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-113-1",0.0352211472948821,0.985720222034137,9.56408041268505,55.9308061051325,-7.35407450877484,3.09967791941791,0.920440770112914,0.00370260425511219,0.998112755136243,-1.6273804978121,-4.00949489764316
"T0_HA_M3_P3_D01.WAV-song_1-114",1,0.04,0.140000000000001,5.8,6.2,1,"0.1_no.fm_no.am_53_cr","short","fm","no.am","cr1","Costa-Rica_Manu",6,"frq:_6_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-114-1",NA,NA,NA,59.5427134025567,39.1125106007801,39.2081847760137,NA,NA,NA,1.7980837620533,-19.1300130793844
"T2_HC_M2_P2_D30.WAV-song_6-114",1,0.04,0.140000000000001,5.8,6.2,30,"0.1_no.fm_no.am_53_cr","short","fm","no.am","cr1","Costa-Rica_Manu",6,"frq:_6_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-114-1",0.124516909761121,0.880584107020734,28.4560355964133,52.8563019949593,10.8670786705453,13.0531439150488,0.877923169185257,0.00285287534333946,0.999545021069597,13.0301944153871,-7.27386116073939
"T5_HC_M2_P2_D30.WAV-song_18-114",1,0.04,0.139999999999994,5.8,6.2,30,"0.1_no.fm_no.am_53_cr","short","fm","no.am","cr3","Costa-Rica_Manu",6,"frq:_6_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-114-1",0.0635336058116427,0.922733550921923,42.2142081025879,53.195004564683,-25.2763449562412,0.46071078702711,0.749444517391516,0.0196750328536119,0.982404511656672,2.70047590361109,2.899404681806
"T7_HA_M2_P2_D30.WAV-song_26-114",1,0.04,0.140000000000001,5.8,6.2,30,"0.1_no.fm_no.am_53_cr","short","fm","no.am","cr2","Costa-Rica_Manu",6,"frq:_6_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-114-1",0.009701001461601,0.999181959209821,9.12203982184298,56.1863264698341,12.7178815858342,14.5248972837876,0.990842592010852,0.00355006791024861,0.999900567678944,1.72213861111338,-12.0605177099068
"T8_HC_M2_P2_D30.WAV-song_30-114",1,0.04,0.139999999999994,5.8,6.2,30,"0.1_no.fm_no.am_53_cr","short","fm","no.am","cr2","Costa-Rica_Manu",6,"frq:_6_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-114-1",0.191751219602226,0.796762042303399,52.4216691423281,52.7698171640079,0.529707616157115,6.28949111274141,0.795178235945826,0.0086466222892519,0.997703433523983,-6.32516136193122,-7.2964058828834
"T0_HA_M3_P3_D01.WAV-song_1-115",1,0.04,0.140000000000001,6.8,7.2,1,"0.1_no.fm_no.am_54_cr","short","fm","no.am","cr1","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-115-1",NA,NA,NA,59.4340388547441,18.5347910365958,19.506541009271,NA,NA,NA,-4.42111349835158,-26.3940246239465
"T2_HC_M2_P2_D30.WAV-song_6-115",1,0.04,0.139999999999994,6.8,7.2,30,"0.1_no.fm_no.am_54_cr","short","fm","no.am","cr1","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-115-1",0.0813690824610717,0.930980321443377,28.4562541453264,52.0125226359967,-10.4738060944117,2.27512407837701,0.796574163208004,0.0337467302744502,0.987246015047744,-11.9277306201873,-9.4520198170461
"T5_HC_M2_P2_D30.WAV-song_18-115",1,0.04,0.140000000000001,6.8,7.2,30,"0.1_no.fm_no.am_54_cr","short","fm","no.am","cr3","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-115-1",0.0488209185199905,0.969599819294213,42.381500878834,52.4524329225686,-21.2557957582537,0.72090374343284,0.866184069709616,0.0266605725585361,0.997562379339299,-6.88949081525582,-4.88105244831313
"T7_HA_M2_P2_D30.WAV-song_26-115",1,0.04,0.139999999999994,6.8,7.2,30,"0.1_no.fm_no.am_54_cr","short","fm","no.am","cr2","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-115-1",0.025021680715646,0.996111161620004,26.252828522082,52.3752201684315,2.90379432940604,7.59328270484936,0.978287721971709,0.0108219869159001,0.999946329328226,-1.57049287796329,-9.75634657919871
"T8_HC_M2_P2_D30.WAV-song_30-115",1,0.04,0.140000000000001,6.8,7.2,30,"0.1_no.fm_no.am_54_cr","short","fm","no.am","cr2","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-115-1",0.120009363522226,0.893030732213504,37.7769493285444,52.4274690348267,-20.0419145364388,0.824051637717446,0.919406745895937,0.00504823835608162,0.998679455884857,0.647534986856811,-9.2989735993066
"T0_HA_M3_P3_D01.WAV-song_1-116",1,0.04,0.140000000000001,7.8,8.2,1,"0.1_no.fm_no.am_55_cr","short","fm","no.am","cr1","Costa-Rica_Manu",8,"frq:_8_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-116-1",NA,NA,NA,57.8064094316703,17.8411443545247,18.8889907127878,NA,NA,NA,-0.495069314338613,-18.8875990244802
"T2_HC_M2_P2_D30.WAV-song_6-116",1,0.04,0.140000000000009,7.8,8.2,30,"0.1_no.fm_no.am_55_cr","short","fm","no.am","cr1","Costa-Rica_Manu",8,"frq:_8_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-116-1",0.105468837808623,0.932170175476538,41.4056011566223,49.4607127933946,NA,-2.43913236112759,0.95229478356064,0.00506478589175157,0.999889063073771,0.270405672796423,-0.731736017207496
"T5_HC_M2_P2_D30.WAV-song_18-116",1,0.04,0.140000000000001,7.8,8.2,30,"0.1_no.fm_no.am_55_cr","short","fm","no.am","cr3","Costa-Rica_Manu",8,"frq:_8_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-116-1",0.12105744077496,0.896861251206766,54.223530523443,52.1627376878183,NA,-3.27627399601372,0.934283898485757,0.00721604607244044,0.99963713397892,-5.14766773592581,-3.0812418172262
"T7_HA_M2_P2_D30.WAV-song_26-116",1,0.04,0.140000000000009,7.8,8.2,30,"0.1_no.fm_no.am_55_cr","short","fm","no.am","cr2","Costa-Rica_Manu",8,"frq:_8_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-116-1",0.0263677940618987,0.995559606966456,23.4777087059255,52.5433785274403,-2.10429398661118,5.03202249393164,0.989219565469523,0.00845577620743115,0.999871138622887,-10.9308188854732,-18.4920192354478
"T8_HC_M2_P2_D30.WAV-song_30-116",1,0.04,0.140000000000001,7.8,8.2,30,"0.1_no.fm_no.am_55_cr","short","fm","no.am","cr2","Costa-Rica_Manu",8,"frq:_8_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-116-1",0.0669099057668246,0.97038041964466,45.4651270023897,50.4647818715019,-9.16430655718083,2.59485869792398,0.949328887133844,0.00319516897569446,0.999504151470749,-3.02686496391831,-9.81830428256842
"T0_HA_M3_P3_D01.WAV-song_1-117",1,0.04,0.140000000000001,7.3,7.7,1,"0.1_no.fm_no.am_56_cr","short","fm","no.am","cr1","Costa-Rica_Manu",7.5,"frq:_7.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-117-1",NA,NA,NA,60.1341169038748,36.8961214711227,37.0194099165538,NA,NA,NA,3.9223664303794,-19.5310807297305
"T2_HC_M2_P2_D30.WAV-song_6-117",1,0.04,0.139999999999994,7.3,7.7,30,"0.1_no.fm_no.am_56_cr","short","fm","no.am","cr1","Costa-Rica_Manu",7.5,"frq:_7.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-117-1",0.170741601073975,0.837604023609966,44.3017544380152,49.6471775100264,-7.05642461322933,3.19008831918131,0.931023250045905,0.0105232573569676,0.999720435701796,2.67677073007081,-0.976166240977857
"T5_HC_M2_P2_D30.WAV-song_18-117",1,0.04,0.139999999999994,7.3,7.7,30,"0.1_no.fm_no.am_56_cr","short","fm","no.am","cr3","Costa-Rica_Manu",7.5,"frq:_7.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-117-1",0.191415936076824,0.756026292851928,94.4846318852047,53.766643327628,NA,-0.798915192114637,0.745804257679913,0.0223965344240134,0.987789455285149,-3.05564021894031,-1.16044779235148
"T7_HA_M2_P2_D30.WAV-song_26-117",1,0.04,0.139999999999994,7.3,7.7,30,"0.1_no.fm_no.am_56_cr","short","fm","no.am","cr2","Costa-Rica_Manu",7.5,"frq:_7.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-117-1",0.0284694230107491,0.995094556238921,23.1831983091626,53.8400986822914,7.65307031495853,10.6640859956663,0.978083487916764,0.0014152466518042,0.999934238805948,-0.975281317784854,-12.0150747867777
"T8_HC_M2_P2_D30.WAV-song_30-117",1,0.04,0.139999999999994,7.3,7.7,30,"0.1_no.fm_no.am_56_cr","short","fm","no.am","cr2","Costa-Rica_Manu",7.5,"frq:_7.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-117-1",0.0777133112215795,0.959751474643648,51.5198726861236,52.8289236691934,6.86314738469586,10.1131042017125,0.937827679277857,0.00622760310997882,0.999682900313504,0.492973470014091,-8.71091312462243
"T0_HA_M3_P3_D01.WAV-song_1-118",1,0.04,0.139999999999994,1.8,2.2,1,"0.1_no.fm_no.am_57_cr","short","fm","no.am","cr1","Costa-Rica_Manu",2,"frq:_2_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-118-1",NA,NA,NA,60.1113355486834,49.6991034279985,49.7274923707283,NA,NA,NA,-1.11477396717127,-28.1386437837977
"T2_HC_M2_P2_D30.WAV-song_6-118",1,0.04,0.140000000000001,1.8,2.2,30,"0.1_no.fm_no.am_57_cr","short","fm","no.am","cr1","Costa-Rica_Manu",2,"frq:_2_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-118-1",0.057024271426939,0.976498956909435,2.74809936115851,58.9643882660989,21.5738378205463,22.2698331912564,0.984918949035809,0.00106783613288762,0.999964870958323,4.03130781264527,-17.1775559611657
"T5_HC_M2_P2_D30.WAV-song_18-118",1,0.04,0.140000000000009,1.8,2.2,30,"0.1_no.fm_no.am_57_cr","short","fm","no.am","cr3","Costa-Rica_Manu",2,"frq:_2_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-118-1",0.0596946417948641,0.979728826455249,25.4097924196141,54.6488844820409,-22.2431308433189,0.646251135035558,0.988319725392951,0.00113306473763145,0.999814338523667,-8.49545151486968,-10.8495295691241
"T7_HA_M2_P2_D30.WAV-song_26-118",1,0.04,0.140000000000001,1.8,2.2,30,"0.1_no.fm_no.am_57_cr","short","fm","no.am","cr2","Costa-Rica_Manu",2,"frq:_2_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-118-1",0.0340131206188488,0.990877422040394,3.63538173985675,58.4667646271761,14.3067846512885,15.8366952365871,0.969056244185493,0.00106326023043679,0.999954490731727,-1.91757100833433,-19.3643339286658
"T8_HC_M2_P2_D30.WAV-song_30-118",1,0.04,0.140000000000009,1.8,2.2,30,"0.1_no.fm_no.am_57_cr","short","fm","no.am","cr2","Costa-Rica_Manu",2,"frq:_2_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-118-1",0.0183496999443566,0.997614875625165,4.44113867317867,58.0810153836275,9.76711083554959,12.2102566684793,0.991033169075863,0.00302239683481009,0.999970948860569,-0.930530247430185,-11.888844835461
"T0_HA_M3_P3_D01.WAV-song_1-119",1,0.04,0.140000000000001,7.8,8.2,1,"0.1_no.fm_no.am_58_cr","short","fm","no.am","cr1","Costa-Rica_Manu",8,"frq:_8_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-119-1",NA,NA,NA,57.9458550425892,43.5540760011469,43.611576577716,NA,NA,NA,2.54553553838628,-17.488980211286
"T2_HC_M2_P2_D30.WAV-song_6-119",1,0.04,0.140000000000001,7.8,8.2,30,"0.1_no.fm_no.am_58_cr","short","fm","no.am","cr1","Costa-Rica_Manu",8,"frq:_8_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-119-1",0.0974126782180257,0.935144740060835,39.0939118412594,53.8483499785032,-7.40988237439723,3.08296581741423,0.943284822583283,0.00495511033254388,0.999119630450943,1.93746099165721,0.154379476074722
"T5_HC_M2_P2_D30.WAV-song_18-119",1,0.04,0.139999999999994,7.8,8.2,30,"0.1_no.fm_no.am_58_cr","short","fm","no.am","cr3","Costa-Rica_Manu",8,"frq:_8_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-119-1",0.13905837719658,0.890617953896764,59.489462583658,52.4382618743654,-3.01269105803657,4.64422340334607,0.948878636073518,0.00194481085620546,0.999841617533316,9.5578827860531,0.949560948047584
"T7_HA_M2_P2_D30.WAV-song_26-119",1,0.04,0.140000000000001,7.8,8.2,30,"0.1_no.fm_no.am_58_cr","short","fm","no.am","cr2","Costa-Rica_Manu",8,"frq:_8_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-119-1",0.0231653528494861,0.99615708573775,17.6173120166644,53.3249691179586,17.6960452940052,18.7605040459736,0.960073513695748,0.0123075784230922,0.999631699924501,3.06311322201112,-12.9632088858235
"T8_HC_M2_P2_D30.WAV-song_30-119",1,0.04,0.139999999999994,7.8,8.2,30,"0.1_no.fm_no.am_58_cr","short","fm","no.am","cr2","Costa-Rica_Manu",8,"frq:_8_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-119-1",0.0596839405823226,0.97436227865285,40.4115724680796,52.7605875561741,1.39386315416235,6.7454614644221,0.927319805255568,0.00399253899569323,0.999647389842986,0.177322104441949,-9.04177408984362
"T0_HA_M3_P3_D01.WAV-song_1-120",1,0.04,0.140000000000001,8.8,9.2,1,"0.1_no.fm_no.am_59_cr","short","fm","no.am","cr1","Costa-Rica_Manu",9,"frq:_9_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-120-1",NA,NA,NA,59.5899466752375,25.2844616689565,25.7447533392861,NA,NA,NA,-11.802534798603,-32.4917601230091
"T2_HC_M2_P2_D30.WAV-song_6-120",1,0.04,0.139999999999994,8.8,9.2,30,"0.1_no.fm_no.am_59_cr","short","fm","no.am","cr1","Costa-Rica_Manu",9,"frq:_9_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-120-1",0.121484715981617,0.894591922375281,42.5073911870675,51.4533597878828,-47.1362469424028,0.0381108679603358,0.824796926719306,0.00532557810402604,0.999542521135819,-5.0972878480139,-5.79922452952498
"T5_HC_M2_P2_D30.WAV-song_18-120",1,0.04,0.140000000000001,8.8,9.2,30,"0.1_no.fm_no.am_59_cr","short","fm","no.am","cr3","Costa-Rica_Manu",9,"frq:_9_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-120-1",0.0815270027746764,0.962763677043566,76.4757696391671,50.9366861834394,-22.2734839639737,0.64407828395458,0.943511657565978,0.0038828423947459,0.999144361481271,6.60674874631672,3.91926980152618
"T7_HA_M2_P2_D30.WAV-song_26-120",1,0.04,0.139999999999994,8.8,9.2,30,"0.1_no.fm_no.am_59_cr","short","fm","no.am","cr2","Costa-Rica_Manu",9,"frq:_9_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-120-1",0.0300501866602909,0.994030384380547,23.673732422009,53.522325033776,7.84528205279976,10.8004281847727,0.991805041508236,0.00272918524149645,0.99960741650912,-3.69333884302579,-18.7103736649939
"T8_HC_M2_P2_D30.WAV-song_30-120",1,0.04,0.140000000000001,8.8,9.2,30,"0.1_no.fm_no.am_59_cr","short","fm","no.am","cr2","Costa-Rica_Manu",9,"frq:_9_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-120-1",0.298291523860935,0.476849158020273,69.6264113277803,52.7552439900248,NA,-0.850683146670541,0.508125287043848,0.0258153108588686,0.995418051471955,-4.58878471379015,-2.96680438670328
"T0_HA_M3_P3_D01.WAV-song_1-67",1,0.04,0.140000000000001,0.8,1.2,1,"0.1_no.fm_no.am_6_cr","short","fm","no.am","cr1","Costa-Rica_Manu",1,"frq:_1_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-67-1",NA,NA,NA,59.6573190008969,37.5976088677136,37.711394159073,NA,NA,NA,27.6409509022132,-18.1538028772267
"T2_HC_M2_P2_D30.WAV-song_6-67",1,0.04,0.140000000000001,0.8,1.2,30,"0.1_no.fm_no.am_6_cr","short","fm","no.am","cr1","Costa-Rica_Manu",1,"frq:_1_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-67-1",0.0513565060321845,0.979194596704496,4.8669555342978,57.7320674207823,6.9700789220347,10.1867995903433,0.977767711357449,0.0057241974934001,0.999980225953473,-1.9587793062187,-10.6369751211002
"T5_HC_M2_P2_D30.WAV-song_18-67",1,0.04,0.139999999999998,0.8,1.2,30,"0.1_no.fm_no.am_6_cr","short","fm","no.am","cr3","Costa-Rica_Manu",1,"frq:_1_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-67-1",0.0408107755467443,0.988359882309905,9.89504345819253,56.1133130667112,3.76140002875139,8.10333655844758,0.988361056546121,0.000889137128888478,0.999998061320801,-6.68884985628226,-16.087817698541
