"file","org.sf","distance","format","sound","noise","SNR","TSR","blur_ratio","k","annotation_time","T_start","T_end","high_freq_bp","low_freq_bp","comments","TSR size","excess_attenuation","sound.files","source","SNR.bRlho","TSR.bRlho","blur_ratio.bRlho","excess_attenuation.bRlho"
"200303-010_100m","200303-007",10,"Clips",12,13,32.6,-33.9,0.065,0.107,1899-12-31 00:03:00,1899-12-31 13:05:00,1899-12-31 13:08:00,1474,2550,NA,1800,44.3651955570713,"200303-007.wav_12","sigpro",20.6511383287943,-29.7834555713775,0.0959895529479966,-1.06901452738691
"200303-010_100m","200303-007",10,"Clips",13,0.9,32,-25.4,0.069,0.07,1899-12-31 00:04:00,1899-12-31 13:08:00,1899-12-31 13:12:00,9598,10233,NA,1800,52.8518674053222,"200303-007.wav_13","sigpro",13.1232330834091,-19.7180118634908,0.100218955704257,2.7811846229379
"200303-010_100m","200303-007",10,"Clips",14,1.2,39.3,-29,0.063,0.07,1899-12-31 00:04:00,1899-12-31 13:12:00,1899-12-31 13:16:00,7317,8141,NA,1800,52.8518674053222,"200303-007.wav_14","sigpro",23.6409083745839,-27.7088804284716,0.0909685708562301,2.42672147288229
"200303-010_100m","200303-007",10,"Clips",15,72.1,11,NA,0.11,0.1,1899-12-31 00:06:00,1899-12-31 13:16:00,1899-12-31 13:22:00,100,810,"MARKER 391",1800,45.7183685265476,"200303-007.wav_15","sigpro",12.9538412754537,-14.7023867768607,0.136354935693008,-0.56840961340831
"200303-010_100m","200303-007",10,"Clips",16,1.7,36.2,-25.2,0.134,0.095,1899-12-31 00:04:00,1899-12-31 13:22:00,1899-12-31 13:26:00,5396,6152,NA,1800,46.7442344142986,"200303-007.wav_16","sigpro",19.0013898788615,-19.0587320972582,0.123302856447894,-0.795891624464652
"200303-010_100m","200303-007",10,"Clips",17,0.8,33.6,-32.8,0.053,0.074,1899-12-31 00:02:00,1899-12-31 13:26:00,1899-12-31 13:28:00,9435,10377,"MARKER 344",1800,51.740470382226,"200303-007.wav_17","sigpro",15.0899253437079,-28.8133266938038,0.0774740226678533,2.52370378852702
"200303-010_100m","200303-007",10,"Clips",18,11.8,31,-34.8,0.031,0.107,1899-12-31 00:03:00,1899-12-31 13:28:00,1899-12-31 13:31:00,1230,2525,NA,1800,44.3651955570713,"200303-007.wav_18","sigpro",17.8281699613522,-29.6956445398069,0.0770178357966842,-0.964836501572261
"200303-010_100m","200303-007",10,"Clips",19,31.9,25,-31.5,0.037,0.128,1899-12-31 00:03:00,1899-12-31 13:31:00,1899-12-31 13:34:00,836,1646,NA,1800,40.7811669679171,"200303-007.wav_19","sigpro",18.6732958839245,-24.6263900494121,0.0764185291079921,-2.3648274846305
"200303-010_100m","200303-007",10,"Clips",20,2.1,34.1,-28,0.071,0.082,1899-12-31 00:02:00,1899-12-31 13:34:00,1899-12-31 13:36:00,5718,7372,NA,1800,49.6873873010243,"200303-007.wav_20","sigpro",19.7774140696749,-23.3379008826864,0.0921955748328443,1.09988937331802
"200303-010_100m","200303-007",10,"Clips",21,4.6,28.3,-25.2,0.121,0.087,1899-12-31 00:04:00,1899-12-31 13:36:00,1899-12-31 13:40:00,4792,5287,NA,1800,48.5036098732177,"200303-007.wav_21","sigpro",19.9096902086905,-21.0829161463023,0.134825137429861,0.596042696842254
"200303-010_100m","200303-009",30,"Clips",2,4.8,2.7,NA,0.159,0.017,1899-12-31 00:03:00,1899-12-31 13:40:00,1899-12-31 13:43:00,7875,8805,NA,1800,81.3873904226564,"200303-009.wav_2","sigpro",13.2536712170379,-12.9266622880682,0.153685750015218,8.31572243837147
"200303-010_100m","200303-009",30,"Clips",3,7.8,8.1,-24.2,0.171,0.03,1899-12-31 00:04:00,1899-12-31 13:43:00,1899-12-31 13:47:00,3208,4069,"MARKER 261",1800,70.0277096705376,"200303-009.wav_3","sigpro",12.2052947042415,-10.9476549872846,0.132139165090975,-0.402018752522739
"200303-010_100m","200303-009",30,"Clips",4,67.7,1.4,NA,0.173,0.074,1899-12-31 00:03:00,1899-12-31 14:08:00,1899-12-31 14:11:00,422,1223,NA,1800,51.9703554396973,"200303-009.wav_4","sigpro",9.07374332963549,-10.4150737631093,0.125370413866845,-9.08203964321584
"200303-010_100m","200303-009",30,"Clips",5,3.3,5.8,-14.9,0.22,0.01,1899-12-31 00:06:00,1899-12-31 14:11:00,1899-12-31 14:17:00,6905,7917,NA,1800,91.9999554438998,"200303-009.wav_5","sigpro",8.16888022873938,-10.0511486522731,0.19614401320122,7.91899400091755
"200303-010_100m","200303-009",30,"Clips",6,3,0.4,-7.6,0.299,0.009,1899-12-31 00:04:00,1899-12-31 14:17:00,1899-12-31 14:21:00,8417,9416,NA,1800,94.1071657570563,"200303-009.wav_6","sigpro",7.26761749050224,-6.55786153436271,0.181015746403089,12.012247498821
"200303-010_100m","200303-009",30,"Clips",7,18.5,NA,NA,0.238,0.02,1899-12-31 00:05:00,1899-12-31 14:21:00,1899-12-31 14:26:00,4171,4839,"MARKER 243",1800,78.1370118327008,"200303-009.wav_7","sigpro",11.5619946781601,-7.70983908208443,0.148402160457465,4.68130335884592
"200303-010_100m","200303-009",30,"Clips",8,9.6,14.6,1.9,0.228,0.02,1899-12-31 00:03:00,1899-12-31 14:26:00,1899-12-31 14:29:00,2097,2961,NA,1800,78.1370118327008,"200303-009.wav_8","sigpro",11.5690633666339,-11.7656540664747,0.141911185534179,2.5986948708746
"200303-010_100m","200303-009",30,"Clips",9,3.1,-1.7,NA,0.294,0.004,1899-12-31 00:03:00,1899-12-31 14:58:00,1899-12-31 15:01:00,9181,10033,NA,1800,110.325770081383,"200303-009.wav_9","sigpro",1.72459554321657,-8.20483542247185,0.179600434428085,17.0383604902539
"200303-010_100m","200303-009",30,"Clips",10,8.6,18.1,2.9,0.153,0.018,1899-12-31 00:02:00,1899-12-31 15:01:00,1899-12-31 15:03:00,1849,2506,NA,1800,80.2442221458574,"200303-009.wav_10","sigpro",16.2648894298796,-3.85409203740266,0.130897389137739,4.42165278044021
"200303-010_100m","200303-009",30,"Clips",11,15.7,NA,NA,0.43,0.008,1899-12-31 00:03:00,1899-12-31 15:03:00,1899-12-31 15:06:00,5632,6830,NA,1800,96.462826470184,"200303-009.wav_11","sigpro",8.07648615184036,-8.8327799402103,0.140001799574036,11.6837758533296
"200303-010_100m","200303-009",30,"Clips",12,16.9,11.3,NA,0.235,0.01,1899-12-31 00:04:00,1899-12-31 15:06:00,1899-12-31 15:10:00,1474,2550,NA,1800,91.9999554438998,"200303-009.wav_12","sigpro",13.3248766854301,-13.804884025459,0.163404538832737,8.29003022725695
"200303-010_100m","200303-009",30,"Clips",13,1.2,7.9,-23.8,0.228,0.005,1899-12-31 00:02:00,1899-12-31 15:10:00,1899-12-31 15:12:00,9598,10233,NA,1800,105.862899055099,"200303-009.wav_13","sigpro",9.44767575290078,-9.41363089153865,0.109986554456049,15.5419320530369
"200303-010_100m","200303-009",30,"Clips",14,1.7,13.2,-24.2,0.147,0.005,1899-12-31 00:03:00,1899-12-31 15:12:00,1899-12-31 15:15:00,7317,8141,NA,1800,105.862899055099,"200303-009.wav_14","sigpro",14.9347831083117,-14.1047598443494,0.122317744589643,16.1669275521804
"200303-010_100m","200303-009",30,"Clips",15,150,NA,NA,0.235,0.039,1899-12-31 00:04:00,1899-12-31 15:15:00,1899-12-31 15:19:00,100,810,NA,1800,64.7804243811877,"200303-009.wav_15","sigpro",1.06894468299098,-7.7633450395599,0.186486422050633,-1.33486920734531
"200303-010_100m","200303-009",30,"Clips",16,2.7,-14.3,7.7,0.236,0.005,1899-12-31 00:03:00,1899-12-31 15:19:00,1899-12-31 15:22:00,5396,6152,NA,1800,105.862899055099,"200303-009.wav_16","sigpro",9.43144043403195,-7.88883859027289,0.162172651617992,14.2077237106238
"200303-010_100m","200303-009",30,"Clips",17,1.6,4.5,NA,0.245,0.005,1899-12-31 00:03:00,1899-12-31 15:24:00,1899-12-31 15:27:00,9435,10377,NA,1800,105.862899055099,"200303-009.wav_17","sigpro",9.92378502896558,-9.73464505833153,0.127992951331756,16.2390921568406
"200303-010_100m","200303-009",30,"Clips",18,11.3,13.4,-22.2,0.202,0.012,1899-12-31 00:03:00,1899-12-31 15:27:00,1899-12-31 15:30:00,1230,2525,NA,1800,88.3535243080207,"200303-009.wav_18","sigpro",12.7316226798611,-16.9080177348478,0.129272984590513,6.81535778679138
"200303-010_100m","200303-009",30,"Clips",19,9.7,3.6,NA,0.177,0.019,1899-12-31 00:04:00,1899-12-31 15:30:00,1899-12-31 15:34:00,836,1646,NA,1800,79.1628777204519,"200303-009.wav_19","sigpro",10.0743541455796,-16.4023769751547,0.124007285137789,2.14136799184494
"200303-010_100m","200303-009",30,"Clips",20,2.3,8.8,-14.2,0.263,0.004,1899-12-31 00:03:00,1899-12-31 15:34:00,1899-12-31 15:37:00,5718,7372,NA,1800,110.325770081383,"200303-009.wav_20","sigpro",7.87621017075358,-9.11460084106413,0.197366107461545,15.5626613261393
"200303-010_100m","200303-009",30,"Clips",21,4.1,8.6,-25.1,0.174,0.008,1899-12-31 00:03:00,1899-12-31 15:37:00,1899-12-31 15:40:00,4792,5287,NA,1800,96.462826470184,"200303-009.wav_21","sigpro",12.7024799708603,-11.3835510216647,0.154177273017124,11.634078026355
"200303-010_100m","200303-008",65,"Clips",2,2.2,NA,5.5,0.824,0.002,1899-12-31 00:02:00,1899-12-31 15:40:00,1899-12-31 15:42:00,7875,8805,NA,1800,124.245286968444,"200303-008.wav_2","sigpro",-5.53005906191514,16.7910283691666,0.272748933822571,14.7397233034743
"200303-010_100m","200303-008",65,"Clips",3,7.6,NA,NA,0.414,0.007,1899-12-31 00:05:00,1899-12-31 15:42:00,1899-12-31 15:47:00,3208,4069,NA,1800,99.1900275985365,"200303-008.wav_3","sigpro",1.1193732986423,2.60736475417433,0.255286717486085,4.97926440518715
"200303-010_100m","200303-008",65,"Clips",4,85.6,NA,NA,0.412,0.032,1899-12-31 00:02:00,1899-12-31 15:47:00,1899-12-31 15:49:00,422,1223,NA,1800,68.7935125236482,"200303-008.wav_4","sigpro",-1.92445265537566,-2.36858139804419,0.191251083653531,-6.60875711687087
"200303-010_100m","200303-008",65,"Clips",5,19.7,NA,NA,0.466,0.01,1899-12-31 00:03:00,1899-12-31 15:49:00,1899-12-31 15:52:00,6905,7917,NA,1800,92.0565287197618,"200303-008.wav_5","sigpro",-8.43558217068395,-2.31266806934585,0.278673474070088,-0.228862863855475
"200303-010_100m","200303-008",65,"Clips",6,3.8,2.3,0.6,0.544,0.01,1899-12-31 00:04:00,1899-12-31 15:52:00,1899-12-31 15:56:00,8417,9416,NA,1800,92.0565287197618,"200303-008.wav_6","sigpro",3.69047807134326,12.7413281811428,0.258318419837901,3.68824087110055
"200303-010_100m","200303-008",65,"Clips",7,26.8,NA,NA,0.541,0.022,1899-12-31 00:02:00,1899-12-31 15:56:00,1899-12-31 15:58:00,4171,4839,NA,1800,76.2873815124764,"200303-008.wav_7","sigpro",-2.78617652135154,-4.19574250745295,0.267177010136445,-4.56953601795963
"200303-010_100m","200303-008",65,"Clips",8,11.6,5.3,-1.9,0.559,0.006,1899-12-31 00:04:00,1899-12-31 15:58:00,1899-12-31 16:02:00,2097,2961,NA,1800,102.273041195082,"200303-008.wav_8","sigpro",2.8301064625542,-2.0000929689596,0.273247180342613,4.48860885579622
"200303-010_100m","200303-008",65,"Clips",9,8.1,-18,NA,0.345,0.002,1899-12-31 00:04:00,1899-12-31 16:02:00,1899-12-31 16:06:00,9181,10033,NA,1800,124.245286968444,"200303-008.wav_9","sigpro",1.35845097577965,-0.888730110698367,0.248266215932254,1.22608560081307
"200303-010_100m","200303-008",65,"Clips",10,11.11,4.9,NA,0.205,0.005,1899-12-31 00:02:00,1899-12-31 16:06:00,1899-12-31 16:08:00,1849,2506,NA,1800,105.919472330961,"200303-008.wav_10","sigpro",12.0051227669591,-10.6351905261865,0.181259222087575,8.01496117564007
"200303-010_100m","200303-008",65,"Clips",11,10.9,-5.2,NA,0.684,0.005,1899-12-31 00:02:00,1899-12-31 16:08:00,1899-12-31 16:10:00,5632,6830,NA,1800,105.919472330961,"200303-008.wav_11","sigpro",3.0359869610695,-8.48720213079911,0.319740708157368,0.273725083109767
"200303-010_100m","200303-008",65,"Clips",12,7.1,9.4,-26.3,0.303,0.004,1899-12-31 00:02:00,1899-12-31 16:10:00,1899-12-31 16:12:00,1474,2550,NA,1800,110.382343357245,"200303-008.wav_12","sigpro",9.1606058801176,-9.82433810425872,0.209997746482648,10.3626876062984
"200303-010_100m","200303-008",65,"Clips",13,1.3,NA,NA,0.399,0.001,1899-12-31 00:07:00,1899-12-31 16:12:00,1899-12-31 16:19:00,9598,10233,NA,1800,138.108230579643,"200303-008.wav_13","sigpro",2.60999679324816,0.580181175396678,0.270122191936755,20.1437238926415
"200303-010_100m","200303-008",65,"Clips",14,1.5,NA,NA,0.36,0.001,1899-12-31 00:03:00,1899-12-31 16:19:00,1899-12-31 16:22:00,7317,8141,NA,1800,138.108230579643,"200303-008.wav_14","sigpro",-1.27012122259576,-2.11061439316833,0.172332621185315,26.3483653470745
"200303-010_100m","200303-008",65,"Clips",15,37.3,-1.2,-8.9,0.291,0.01,1899-12-31 00:03:00,1899-12-31 16:30:00,1899-12-31 16:33:00,100,810,NA,1800,92.0565287197618,"200303-008.wav_15","sigpro",1.32874460534722,1.79317847741302,0.294594783390475,0.801056469060164
"200303-010_100m","200303-008",65,"Clips",16,1.7,-3.2,NA,0.36,0.001,1899-12-31 00:03:00,1899-12-31 16:33:00,1899-12-31 16:36:00,5396,6152,NA,1800,138.108230579643,"200303-008.wav_16","sigpro",3.38703251970667,-2.36365614282032,0.174664684811094,19.8195709194887
"200303-010_100m","200303-008",65,"Clips",17,1.3,-9.8,NA,0.538,0.001,1899-12-31 00:03:00,1899-12-31 16:36:00,1899-12-31 16:39:00,9435,10377,NA,1800,138.108230579643,"200303-008.wav_17","sigpro",0.577996404894279,-3.72146685764005,0.20236978380279,20.0178156914682
"200303-010_100m","200303-008",65,"Clips",18,7.5,5.3,NA,0.289,0.003,1899-12-31 00:02:00,1899-12-31 16:39:00,1899-12-31 16:41:00,1230,2525,"MARKER 432",1800,116.135984806281,"200303-008.wav_18","sigpro",9.61471808788939,-7.12916110453603,0.166564738485519,12.0518459290961
"200303-010_100m","200303-008",65,"Clips",19,12.4,4.5,-13,0.207,0.004,1899-12-31 00:03:00,1899-12-31 16:41:00,1899-12-31 16:44:00,836,1646,NA,1800,110.382343357245,"200303-008.wav_19","sigpro",6.89494726535876,-3.22423622677509,0.1671982793801,9.35057951171147
"200303-010_100m","200303-008",65,"Clips",20,2.4,8.6,-14.4,0.263,0.004,1899-12-31 00:02:00,1899-12-31 16:44:00,1899-12-31 16:46:00,5718,7372,NA,1800,110.382343357245,"200303-008.wav_20","sigpro",6.07991648181797,2.64928168853448,0.307146322587123,12.0323525730189
"200303-010_100m","200303-008",65,"Clips",21,4.2,8.4,-26.8,0.174,0.008,1899-12-31 00:02:00,1899-12-31 16:46:00,1899-12-31 16:48:00,4792,5287,NA,1800,96.519399746046,"200303-008.wav_21","sigpro",-1.70620296120885,-0.355322384340521,0.272368549494794,18.9730735174954
"200303-010_100m","200303-010",100,"Clips",2,3.2,-4.4,NA,0.274,0.003,1899-12-31 00:02:00,1899-12-31 16:50:00,1899-12-31 16:52:00,7875,8805,NA,1800,116.152556775978,"200303-010.wav_2","sigpro",-1.51481036865134,-2.8420828020748,0.29433165662581,4.17003915118756
"200303-010_100m","200303-010",100,"Clips",3,13.5,NA,NA,0.261,0.012,1899-12-31 00:03:00,1899-12-31 16:52:00,1899-12-31 16:55:00,3208,4069,NA,1800,88.4266695535797,"200303-010.wav_3","sigpro",1.39458882322291,-4.84240769505014,0.302787591727089,-4.68191017188396
"200303-010_100m","200303-010",100,"Clips",4,41,-4.5,-19.4,0.215,0.02,1899-12-31 00:03:00,1899-12-31 16:55:00,1899-12-31 16:58:00,422,1223,NA,1800,78.2101570782599,"200303-010.wav_4","sigpro",2.43462573507393,1.46355968478204,0.163644834355106,-10.8444661170875
"200303-010_100m","200303-010",100,"Clips",5,4.6,-8.1,-19.3,0.287,0.003,1899-12-31 00:02:00,1899-12-31 16:58:00,1899-12-31 17:00:00,6905,7917,NA,1800,116.152556775978,"200303-010.wav_5","sigpro",1.75820947628978,-3.62465040866301,0.279777431227511,2.44285503801032
"200303-010_100m","200303-010",100,"Clips",6,3.5,1,-15.9,0.405,0.006,1899-12-31 00:02:00,1899-12-31 17:00:00,1899-12-31 17:02:00,8417,9416,NA,1800,102.289613164779,"200303-010.wav_6","sigpro",-0.0252808185714719,-1.50971977721329,0.217912872238269,4.23460502889125
"200303-010_100m","200303-010",100,"Clips",7,13,NA,NA,0.34,0.012,1899-12-31 00:02:00,1899-12-31 17:02:00,1899-12-31 17:04:00,4171,4839,NA,1800,88.4266695535797,"200303-010.wav_7","sigpro",0.334826560438247,0.94621876766044,0.249061710828205,-1.24592462238297
"200303-010_100m","200303-010",100,"Clips",8,20.8,NA,NA,0.352,0.006,1899-12-31 00:04:00,1899-12-31 17:04:00,1899-12-31 17:08:00,2097,2961,NA,1800,102.289613164779,"200303-010.wav_8","sigpro",0.601900298263435,-4.56506007023146,0.297252916726499,3.16605033181175
"200303-010_100m","200303-010",100,"Clips",9,2.2,-16.2,-12.7,0.219,-16.2,1899-12-31 00:05:00,1899-12-31 17:13:00,1899-12-31 17:18:00,9181,10033,NA,1800,NA,"200303-010.wav_9","sigpro",2.34742829321504,2.69148862377939,0.223013258556571,8.51882200773786
"200303-010_100m","200303-010",100,"Clips",10,14.8,1.4,-14.2,0.191,0.005,1899-12-31 00:06:00,1899-12-31 17:18:00,1899-12-31 17:24:00,1849,2506,NA,1800,105.936044300658,"200303-010.wav_10","sigpro",6.92712640511473,-4.86411065544627,0.203095059404604,4.29854169982833
"200303-010_100m","200303-010",100,"Clips",11,8.2,NA,NA,0.374,0.006,1899-12-31 00:04:00,1899-12-31 17:24:00,1899-12-31 17:28:00,5632,6830,NA,1800,102.289613164779,"200303-010.wav_11","sigpro",-3.22431220657067,-0.837537389791281,0.224693858844676,3.06270795450368
"200303-010_100m","200303-010",100,"Clips",12,21.8,-4.5,NA,0.206,0.003,1899-12-31 00:03:00,1899-12-31 17:28:00,1899-12-31 17:31:00,1474,2550,"MARKER 140",1800,116.152556775978,"200303-010.wav_12","sigpro",1.61412611113722,-2.69008710864618,0.209592153981684,5.56144235118521
"200303-010_100m","200303-010",100,"Clips",13,1.9,-0.6,NA,0.269,0.003,1899-12-31 00:04:00,1899-12-31 17:31:00,1899-12-31 17:35:00,9598,10233,NA,1800,116.152556775978,"200303-010.wav_13","sigpro",2.47724284696885,0.81389716997676,0.245885745122461,9.2816510371418
"200303-010_100m","200303-010",100,"Clips",14,3.2,-6.6,NA,0.243,0.002,1899-12-31 00:03:00,1899-12-31 17:35:00,1899-12-31 17:38:00,7317,8141,NA,1800,124.261858938141,"200303-010.wav_14","sigpro",2.4849885179834,-0.501037729609501,0.222349736382563,13.7695718365716
"200303-010_100m","200303-010",100,"Clips",15,140,-10.8,NA,0.509,0.027,1899-12-31 00:04:00,1899-12-31 17:38:00,1899-12-31 17:42:00,100,810,"MARKER 511",1800,72.2080652292531,"200303-010.wav_15","sigpro",-0.517808785365491,1.11643113845235,0.344489334308782,-8.81357614114471
"200303-010_100m","200303-010",100,"Clips",16,6.1,-5.9,-5.1,0.309,0.002,1899-12-31 00:05:00,1899-12-31 17:42:00,1899-12-31 17:47:00,5396,6152,"MARKER 376",1800,124.261858938141,"200303-010.wav_16","sigpro",0.246595428885054,5.3219172895758,0.268120660865225,7.16157532179448
"200303-010_100m","200303-010",100,"Clips",17,3.6,NA,-6.7,0.342,0.003,1899-12-31 00:02:00,1899-12-31 17:47:00,1899-12-31 17:49:00,9435,10377,"MARKER 50",1800,116.152556775978,"200303-010.wav_17","sigpro",1.3226952082269,2.43968012030008,0.18806980924801,10.3397294814898
"200303-010_100m","200303-010",100,"Clips",18,24,-23.7,NA,0.21,0.004,1899-12-31 00:03:00,1899-12-31 17:49:00,1899-12-31 17:52:00,1230,2525,NA,1800,110.398915326942,"200303-010.wav_18","sigpro",3.94326243955389,0.0197708608260243,0.160089154739022,4.61779543962233
"200303-010_100m","200303-010",100,"Clips",19,20.8,-6.6,-21,0.246,0.004,1899-12-31 00:02:00,1899-12-31 17:52:00,1899-12-31 17:54:00,836,1646,"MARKER 235",1800,110.398915326942,"200303-010.wav_19","sigpro",2.99882490391644,0.160279449896678,0.22408820388282,3.41478975216577
"200303-010_100m","200303-010",100,"Clips",20,5.3,NA,-5.6,0.407,0.003,1899-12-31 00:02:00,1899-12-31 17:54:00,1899-12-31 17:56:00,5718,7372,NA,1800,116.152556775978,"200303-010.wav_20","sigpro",1.06758644765575,0.139544201809389,0.23086489527286,8.53449144467706
"200303-010_100m","200303-010",100,"Clips",21,7.8,NA,-7.6,0.377,0.004,1899-12-31 00:03:00,1899-12-31 17:56:00,1899-12-31 17:59:00,4792,5287,"MARKER 119",1800,110.398915326942,"200303-010.wav_21","sigpro",3.35194919591503,0.128656835959561,0.330616734861289,7.93084403835394
